eu_sdg,table,table_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2007,0.028,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2008,0.031,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2009,0.033,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2010,0.027,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2011,0.029,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2012,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2013,0.024,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2014,0.023,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2015,0.023,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2016,0.027,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2017,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2018,0.027,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2019,0.023,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2020,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EE,Estonia,2021,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,EL,Greece,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2000,0.113,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2001,0.09,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2002,0.103,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2003,0.093,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2004,0.102,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2005,0.125,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2006,0.131,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2007,0.107,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2008,0.075,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2009,0.047,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2010,0.046,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2011,0.052,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2012,0.142,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2013,0.13,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2014,0.144,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2015,0.159,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2016,0.18,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2017,0.194,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2018,0.194,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2019,0.189,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2020,0.187,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ES,Spain,2021,0.199,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2000,0.019,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2001,0.02,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2002,0.014,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2003,0.017,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2004,0.017,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2005,0.018,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2006,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2007,0.015,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2008,0.017,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2009,0.018,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2010,0.015,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2011,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2012,0.017,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2013,0.012,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2014,0.011,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2015,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2016,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2017,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2018,0.011,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2019,0.013,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2020,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FI,Finland,2021,0.015,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,FR,France,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2000,0.065,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2001,0.065,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2002,0.065,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2003,0.065,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2004,0.055,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2005,0.043,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2006,0.058,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2007,0.037,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2008,0.034,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2009,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2010,0.038,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2011,0.032,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2012,0.031,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2013,0.028,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2014,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2015,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2016,0.024,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2017,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2018,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2019,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2020,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HR,Croatia,2021,0.018,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,HU,Hungary,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2000,0.047,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2001,0.043,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2002,0.037,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2003,0.036,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2004,0.034,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2005,0.035,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2006,0.036,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2007,0.035,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2008,0.034,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2009,0.035,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2010,0.038,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2011,0.034,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2012,0.024,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2013,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2014,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2015,0.023,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2016,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2017,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2018,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2019,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2020,0.023,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IE,Ireland,2021,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2000,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2001,0.02,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2002,0.046,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2003,0.053,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2004,0.039,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2005,0.041,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2006,0.049,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2007,0.047,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2008,0.043,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2009,0.039,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2010,0.04,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2011,0.037,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2012,0.039,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2013,0.049,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2014,0.06,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2015,0.071,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2016,0.05,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2017,0.043,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2018,0.042,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2019,0.044,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2020,0.054,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IT,Italy,2021,0.055,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2000,0.118,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2001,0.094,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2002,0.141,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2003,0.093,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2004,0.07,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2005,0.129,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2006,0.155,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2007,0.051,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2008,0.082,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2009,0.087,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2010,0.055,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2011,0.053,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2012,0.044,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2013,0.067,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2014,0.051,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2015,0.08,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2016,0.064,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2017,0.086,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2018,0.121,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2019,0.113,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2020,0.279,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LT,Lithuania,2021,0.205,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LU,Luxembourg,2019,,
